,"AT&T,T-M,XF,SP,only usa spec locked",Non-Activated,actived,HSO,swap,light scratches , crack back-$20, crack back-$10, crack back-$5,bad-touch id-30,
,iPhone SE 3rd  64GB ,60,60,40,30,20,20,10,5,bad carame -20,
,iPhone SE 3rd  128GB ,100,100,60,50,40,30,15,10,,
,iPhone SE 3rd  256GB,125,125,65,55,45,35,20,10,,
,,,,,,,,,,,
,iPhone SE 3rd  unlocked ,sealed,opened,new not box,A Grade ,B+ Grade,B grade,  C Grade,D Grade BAD LCD,unlocked = locked ,
,Unlocked only. Verizon=locked,Non-Activated,actived,HSO,swap,light scratches , crack back-$20, crack back-$10, crack back-$5,,
,iPhone SE 3rd 64GB  ,165,135,100,90,75,60,40,20,,
,iPhone SE 3rd 128GB ,220,180,120,110,90,70,50,30,,
,iPhone SE 3rd 256GB ,250,200,130,120,100,80,60,45,,
,,,,,,,,,,,
,iPhone 12 Pro Max (Cricket-60)  FLEX+30,sealed,open ,new not box,A Grade ,B+ Grade,B grade,  C Grade,D Grade BAD LCD,demo-new -30 used-20,
,"AT&T,T-M,XF,SP,only usa spec locked",Non-Activated,actived,HSO/NOT SWAP,Swap,light scratches , crack back-$40, crack back-$30, crack back-$20,bad face id =D,
,iPhone 12 Pro Max 128GB   ,ASK,,180,170,150,130,80,30,bad carame -80,
,iPhone 12 Pro Max 256GB  ,ASK,,200,190,170,150,100,40,red message-20,
,iPhone 12 Pro Max 512GB  ,ASK,,210,200,180,160,110,50,crack lens-40,
,,,,,,,,,,,
,iPhone 12 Pro max  unlocked ,sealed,opened,new not box,A Grade ,B+ Grade,B grade,  C Grade,D Grade BAD LCD,unlocked = locked ,
,Unlocked only. Verizon=locked,Non-Activated,actived,HSO/NOT SWAP,Swap,light scratches , crack back-$40, crack back-$30, crack back-$20,,
,iPhone 12 Pro Max 128GB ,ASK,,290,280,250,240,160,80,,
,iPhone 12 Pro Max 256GB ,ASK,,310,300,270,260,180,90,,
,iPhone 12 Pro Max 512GB,ASK,,320,310,280,270,190,100,,
,,,,,,,,,,,
,iPhone 12 Pro (Cricket-60) FLEX+30,sealed,open ,new not box,A Grade ,B+ Grade,B grade,  C Grade,D Grade BAD LCD,demo-new -30 used-20,
,"AT&T,T-M,XF,SP,only usa spec locked",Non-Activated,actived,HSO/NOT SWAP,swap,light scratches , crack back-$40, crack back-$30, crack back-$20,bad face id =D,
,iPhone 12 Pro 128GB   ,ASK,,130,120,100,80,40,20,bad carame -80,
,iPhone 12 Pro 256GB  ,ASK,,150,140,120,100,60,30,red message-20,
,iPhone 12 Pro 512GB  ,ASK,,160,150,130,110,70,40,crack lens-40,
,,,,,,,,,,,
,iPhone 12 Pro  unlocked ,sealed,opened,new not box,A Grade ,B+ Grade,B grade,  C Grade,D Grade BAD LCD,unlocked = locked ,
,Unlocked only. Verizon=locked,Non-Activated,actived,HSO/NOT SWAP,swap,light scratches , crack back-$40, crack back-$30, crack back-$20,,
,iPhone 12 Pro 128GB ,ASK,,220,210,190,170,100,30,,
,iPhone 12 Pro 256GB  ,ASK,,240,230,210,190,120,40,,
,iPhone 12 Pro 512GB  ,ASK,,250,240,220,200,130,50,,
,,,,,,,,,,,
,iPhone 12 (Cricket-60) FLEX+30,sealed,open ,new not box,A Grade ,B+ Grade,B grade,  C Grade,D Grade BAD LCD,demo-new -30 used-20,
,"AT&T,T-M,XF,SP,only usa spec locked",Non-Activated,actived,HSO/NOT SWAP,swap,light scratches , crack back-$40, crack back-$30, crack back-$20,bad face id =D,
,iPhone 12 64GB   ,130,130,80,70,55,45,20,10,bad carame -140,
,iPhone 12 128GB  ,160,160,100,90,70,50,25,15,red message-40,
,iPhone 12 256GB  ,190,190,110,100,80,60,35,20,crack lens-50,
,,,,,,,,,,,
,iPhone 12  unlocked  ,sealed,opened,new not box,A Grade ,B+ Grade,B grade,  C Grade,D Grade BAD LCD,unlocked = locked ,
,Unlocked only. Verizon=locked,Non-Activated,actived,HSO/NOT SWAP,swap,light scratches , crack back-$40, crack back-$30, crack back-$20,,
,iPhone 12 64GB  (red-30),260,180,150,140,125,110,70,40,,
,iPhone 12 128GB (red-30),300,210,170,160,145,130,80,50,,
,iPhone 12 256GB (red-30),330,230,180,170,155,140,90,60,,
,,,,,,,,,,,
,iPhone 12 mini (Cricket-60) FLEX+30,sealed,open ,new not box,A Grade ,B+ Grade,B grade,  C Grade,D Grade BAD LCD,demo-new -30 used-20,
,"AT&T,T-M,XF,SP,only usa spec locked",Non-Activated,actived,HSO/NOT SWAP,swap,light scratches , crack back-$40, crack back-$30, crack back-$20,bad face id =D,
,iPhone 12 mini 64GB   ,120,120,80,70,55,45,20,10,bad carame -60,
,iPhone 12 mini 128GB  ,150,150,90,80,70,60,30,20,red message-10,
,iPhone 12 mini 256GB  ,180,180,100,90,80,70,40,20,crack lens-30,
,,,,,,,,,,,
,iPhone 12 mini unlocked  ,sealed,opened,new not box,A Grade ,B+ Grade,B grade,  C Grade,D Grade BAD LCD,unlocked = locked ,
,Unlocked only. Verizon=locked,Non-Activated,actived,HSO/NOT SWAP,swap,light scratches , crack back-$40, crack back-$30, crack back-$20,,
,iPhone 12 mini 64GB  (red-30),220,140,110,100,80,65,40,15,,
,iPhone 12 mini 128GB (red-30),260,180,130,120,100,80,55,20,,
,iPhone 12 mini 256GB (red-30),280,200,140,130,110,90,65,30,,
,,,,,,,,,,,
,iPhone 11 Pro Max (Cricket-50),sealed,open ,new not box,A Grade ,B+ Grade,B grade,  C Grade,D Grade BAD LCD,demo-new -30 used-20,
,"AT&T,T-M,XF,SP,only usa spec locked",Non-Activated,actived,HSO,swap,light scratches , crack back-$40, crack back-$30, crack back-$20,bad face id =D,
,iPhone 11 Pro Max 64GB   ,ASK,,,120,110,100,60,30,bad carame -50,
,iPhone 11 Pro Max 256GB  ,ASK,,,130,120,110,70,40,red message-10,
,iPhone 11 Pro Max 512GB  ,ASK,,,135,125,115,80,40,crack lens-20,
,,,,,,,,,,,
,iPhone 11 Pro max  unlocked ,sealed,opened,new not box,A Grade ,B+ Grade,B grade,  C Grade,D Grade BAD LCD,unlocked = locked ,
,Unlocked only. Verizon=locked  FLEX+30,Non-Activated,actived,HSO,swap,light scratches , crack back-$60, crack back-$40, crack back-$60,,
,iPhone 11 Pro Max 64GB  ,ASK,,,185,175,160,100,50,,
,iPhone 11 Pro Max 256GB ,ASK,,,205,195,170,110,60,,
,iPhone 11 Pro Max 512GB ,ASK,,,215,205,190,115,65,,
,,,,,,,,,,,
,iPhone 11 Pro locked(Cricket-50),sealed,open ,new not box,A Grade ,B+ Grade,B grade,  C Grade,D Grade BAD LCD,demo-new -30 used-20,
,"AT&T,T-M,XF,SP,only usa spec locked",Non-Activated,actived,HSO,swap,light scratches , crack back-$40, crack back-$30, crack back-$20,bad face id =D,
,iPhone 11 Pro 64GB  ,ASK,,,80,70,60,40,20,bad carame -50,
,iPhone 11 Pro 256GB ,ASK,,,90,80,70,50,25,red message-10,
,iPhone 11 Pro 512GB ,ASK,,,95,85,75,55,30,crack lens-20,
,,,,,,,,,,,
,iPhone 11 Pro unlocked ,sealed,opened,new not box,A Grade ,B+ Grade,B grade,  C Grade,D Grade BAD LCD,unlocked = locked ,
,Unlocked only. Verizon=locked  FLEX+30,Non-Activated,actived,HSO,swap,light scratches , crack back-$40, crack back-$30, crack back-$20,,
,iPhone 11 Pro 64GB ,ASK,,,150,140,130,80,40,,
,iPhone 11 Pro 256GB ,ASK,,,165,155,145,95,50,,
,iPhone 11 Pro 512GB ,ASK,,,175,165,155,105,55,,
,,,,,,,,,,,
,iPhone 11 locked (Cricket-50),sealed,open ,new not box,A Grade ,B+ Grade,B grade,  C Grade,D Grade BAD LCD,demo-new -30 used-20,
,"AT&T,T-M,XF,SP,only usa spec locked",Non-Activated,actived,HSO,swap,light scratches , crack back-$40, crack back-$30, crack back-$20,bad face id =D,
,iPhone 11 64GB ,ASK,,,60,50,40,30,10,bad carame -50,
,iPhone 11 128GB  ,ASK,,,70,60,50,40,15,red message-10,
,iPhone 11 256GB  ,ASK,,,75,65,55,45,15,crack lens-20,
,,,,,,,,,,,
,iPhone 11  unlocked ,sealed,opened,new not box,A Grade ,B+ Grade,B grade,  C Grade,D Grade BAD LCD,unlocked = locked ,
,Unlocked only. Verizon=locked  FLEX+30,Non-Activated,actived,HSO,swap,light scratches , crack back-$40, crack back-$30, crack back-$20,,
,iPhone 11 64GB  ,210,170,,130,115,100,60,30,,
,iPhone 11 128GB ,250,200,,150,135,120,70,50,,
,iPhone 11 256GB ,270,220,,160,1450,130,80,55,,
